0,Kanye West
1,Chemistry
2,The Knife
3,Soilwork
4,Britney Spears
5,Rancid
6,The 69 Eyes
7,Dir En Grey
8,Michael Jackson
9,Travis
10,The Doors
11,ムック
12,Jamiroquai
13,Disturbed
14,Matchbox Twenty
15,Mägo De Oz
16,Mando Diao
17,Everclear
18,坂本真綾
19,Melanie C
20,Klaxons
21,Nine Inch Nails
22,Bel Canto
23,Paradise Lost
24,The Beatles
25,Elliott Smith
26,Rocky Votolato
27,Humanwine
28,Pj Harvey
29,Prince
30,Sonic Syndicate
31,Maná
32,Tori Amos
33,Buckethead
34,Coldplay
35,T.I.
36,Sigur Rós
37,Evanescence
38,T.M.Revolution
39,Ac/Dc
40,Black Rebel Motorcycle Club
41,Darkthrone
42,Akira Yamaoka
43,The Cure
44,Sloan
45,Orchestral Manoeuvres In The Dark
46,Engenheiros Do Hawaii
47,Scooter
48,Children Of Bodom
49,Metric
50,雅-Miyavi-
51,Backyard Babies
52,The Gathering
53,Charon
54,Girl Talk
55,Rush
56,Frank Sinatra
57,Eminem
58,Four Tet
59,Foo Fighters
60,Tool
61,Ani Difranco
62,Foals
63,Cake
64,Die Fantastischen Vier
65,Alkaline Trio
66,System Of A Down
67,Muse
68,Soda Stereo
69,:Wumpscut:
70,They Might Be Giants
71,Madonna
72,Joy Division
73,The Fray
74,Placebo
75,Hadouken!
76,Sleater-Kinney
77,U2
78,The Smiths
79,Van Halen
80,Deep Purple
81,Red Hot Chili Peppers
82,Patrick Wolf
83,Against Me!
84,Afi
85,Mokoma
86,Deerhunter
87,Ratatat
88,The Mountain Goats
89,Machinae Supremacy
90,R.E.M.
91,Turbonegro
92,Keane
93,Depeche Mode
94,Gustavo Cerati
95,Daft Punk
96,Tenacious D
97,Fettes Brot
98,Oasis
99,Dixie Chicks
100,M83
101,Ted Leo And The Pharmacists
102,Massive Attack
103,Pedro The Lion
104,Pendulum
105,Radiohead
106,Bonnie Pink
107,Frédéric Chopin
108,Sonic Youth
109,Pink Floyd
110,Bloc Party
111,Snow Patrol
112,The Hellacopters
113,Broadcast
114,Guided By Voices
115,Bright Eyes
116,The Duke Spirit
117,Within Temptation
118,Death Cab For Cutie
119,Yo La Tengo
120,Boards Of Canada
121,Cmx
122,The Protomen
123,Agalloch
124,Incubus
125,Skinny Puppy
126,The Smashing Pumpkins
127,The Killers
128,Jackson And His Computer Band
129,Poison
130,Pantera
131,Ultravox
132,My Dying Bride
133,Butthole Surfers
134,Zz Top
135,L'Arc~En~Ciel
136,The Rolling Stones
137,Hawkwind
138,Prefuse 73
139,Iron & Wine
140,Phoenix
141,The Postal Service
142,In Flames
143,Shakira
144,Kaiser Chiefs
145,Katatonia
146,Elio E Le Storie Tese
147,Mötley Crüe
148,Johnny Cash
149,Fear Before The March Of Flames
150,Story One
151,Paul Mccartney
152,Mogwai
153,Queens Of The Stone Age
154,Roxette
155,Tenhi
156,Avenged Sevenfold
157,Metallica
158,The Offspring
159,Björk
160,Jonas Brothers
161,The Legendary Pink Dots
162,Acidman
163,Cansei De Ser Sexy
164,The Jesus And Mary Chain
165,Tv On The Radio
166,Hypocrisy
167,Weezer
168,Ashley Tisdale
169,Red House Painters
170,Morrissey
171,Clutch
172,Deftones
173,"Hank Williams, Jr."
174,Bruce Springsteen
175,Rob Thomas
176,Townes Van Zandt
177,Pixies
178,Three 6 Mafia
179,Black Flag
180,Grandaddy
181,Franz Ferdinand
182,Arcade Fire
183,Guns N' Roses
184,Poisonblack
185,The Cooper Temple Clause
186,Porcupine Tree
187,Kotiteollisuus
188,The Notwist
189,Adam Green
190,Thievery Corporation
191,Enigma
192,Judas Priest
193,Iron Maiden
194,Múm
195,Marilyn Manson
196,Jem
197,Eels
198,Indochine
199,Stereophonics
200,M-Flo
201,Badly Drawn Boy
202,Rage Against The Machine
203,Entwine
204,Nelly Furtado
205,Emilie Autumn
206,The Libertines
207,The Prodigy
208,David Bowie
209,Type O Negative
210,Motörhead
211,Pidżama Porno
212,Melvins
213,Craig Armstrong
214,Joe Satriani
215,Strike Anywhere
216,Kult
217,Dark Funeral
218,Bob Marley & The Wailers
219,スガシカオ
220,Cat Power
221,Tegan And Sara
222,Audioslave
223,High And Mighty Color
224,Ramones
225,Queen
226,Kings Of Leon
227,Death
228,Funeral For A Friend
229,Marco Borsato
230,Hellogoodbye
231,椎名林檎
232,Saves The Day
233,Lifehouse
234,Fightstar
235,The National
236,下村陽子
237,Dj Shadow
238,Whitesnake
239,Maria Mena
240,The Long Blondes
241,Los Fabulosos Cadillacs
242,Nightwish
243,Wilco
244,Tristania
245,John Frusciante
246,Biffy Clyro
247,Thåström
248,Small Faces
249,Faust
250,Of Montreal
251,Razorlight
252,Lucybell
253,Girls Aloud
254,Nits
255,A Perfect Circle
256,Franco Battiato
257,Supersuckers
258,Onerepublic
259,Meat Beat Manifesto
260,Korn
261,Modest Mouse
262,The Bravery
263,鈴村健一
264,Amon Tobin
265,Pearl Jam
266,Jon Secada
267,Feindflug
268,Interpol
269,Helloween
270,Regina Spektor
271,Aphex Twin
272,Broken Social Scene
273,Between The Buried And Me
274,Uverworld
275,Black Sabbath
276,Imogen Heap
277,The Black Keys
278,Misfits
279,Stars
280,Dream Theater
281,Air
282,Joss Stone
283,Έλενα Παπαρίζου
284,Architecture In Helsinki
285,Anna Nalick
286,Atlas Sound
287,Opeth
288,Alphaville
289,The Chemical Brothers
290,Diablo
291,Jakalope
292,Mastodon
293,Keyshia Cole
294,Yeah Yeah Yeahs
295,Maroon 5
296,Nick Cave & The Bad Seeds
297,Panic At The Disco
297,Panic! At The Disco
298,And One
299,Blue Man Group
300,Mana
301,Pavement
302,Animal Collective
303,Sentenced
304,Nigel Kennedy
305,菅野よう子
306,Jimmy Eat World
307,Håkan Hellström
308,Amorphis
309,Myslovitz
310,Jeff Buckley
311,Belle And Sebastian
312,Hardcore Superstar
313,Pet Shop Boys
314,Hyde
315,Windy & Carl
316,Yann Tiersen
317,Andrew Lloyd Webber
318,Freak Kitchen
319,Soil
320,The Faint
321,Pinback
322,Scorpions
323,Crystal Castles
324,The Goo Goo Dolls
325,Guy Clark
326,Miles Davis
327,The Kinks
328,Nirvana
329,Sads
330,Ozric Tentacles
331,Raga Rockers
332,Gogol Bordello
333,Man Or Astro-Man?
334,Ween
335,黒夢
336,Gustavo Santaolalla
337,Hank Williams Iii
338,Volbeat
339,New Order
340,Garbage
341,The Alan Parsons Project
342,Quim Barreiros
343,Good Clean Fun
344,Françoise Hardy
345,Stereolab
346,Combichrist
347,Wu-Tang Clan
348,Him
349,The Black Crowes
350,Bonnie 'Prince' Billy
351,The Fiery Furnaces
352,Sunset Rubdown
353,The Wildhearts
354,Arctic Monkeys
355,Hocico
356,Roger Waters
357,Viikate
358,Joanna Newsom
359,Los Piojos
360,Dapunksportif
361,Augustana
362,Fall Out Boy
363,Shiny Toy Guns
364,Ensiferum
365,Portishead
366,Sabaton
367,Lyfe Jennings
368,Rammstein
369,The Used
370,Mindless Self Indulgence
371,The Charlatans
372,Mariah Carey
373,Fountain Of Tears
374,Slayer
375,Bruce Dickinson
376,Barenaked Ladies
377,Blur
378,Daniel Licht
379,Live
380,Emma Bunton
381,Annuals
382,Robbie Williams
383,The Psychedelic Furs
384,Epica
385,Easyworld
386,Machine Head
387,Saint Etienne
388,Amy Winehouse
389,The Dresden Dolls
390,My Brightest Diamond
391,Einstürzende Neubauten
392,The Crüxshadows
393,Vasco Rossi
394,Sarah Brightman
395,The Verve
396,Anathema
397,The Frames
398,Zeigeist
399,Damien Rice
400,De-Phazz
401,Mujuice
402,Rufus Wainwright
403,Minus The Bear
404,The Darkness
405,Faith No More
406,The Who
407,The Sounds
408,Duffy
409,Rilo Kiley
410,This Will Destroy You
411,British Sea Power
412,Bob Dylan
413,Idlewild
414,Daedelus
415,Feeder
416,Babyshambles
417,Take That
418,Forgotten Boys
419,Bob Hund
420,Avril Lavigne
